"","GATA3","AR","MEK1","PDK1","Notch1","p90RSK_Caution"
"383",0.322346,-0.191584,0.511346,0.001794,-0.145767,0.276258
"384",-0.167412,1.861519,0.28039,-0.024422,1.272966,-0.514233
"385",0,0.094289,-0.088437,-0.105989,0.152462,-0.635187
"386",-0.082127,0.222107,-0.30547,-0.14195,0.226555,0.008778
"387",0.887062,-0.129072,-0.526292,0.129212,-0.806456,-0.388633
"388",0.030897,-0.071496,-1.65452,-0.124686,0.167094,-0.05098
"389",-0.039856,-0.476882,0.088778,-0.195781,-0.663286,0.261422
"390",0.094734,-0.319229,0.021734,-0.167588,0.071867,-0.148168
"391",-0.265315,0.803639,1.735758,-0.12252,2.998789,-0.597348
"392",0.294239,-0.06043,0.582511,-0.193172,-0.023529,0.880342
"393",0.210495,0.018698,-0.244373,0.00051,-0.436741,-0.254815
"394",-0.080032,0.141854,0.244075,-0.076733,-0.177336,-0.340925
"395",-0.034091,-0.036735,-0.342028,-0.177398,-0.184974,0.998398
"396",-0.202713,-0.026729,0.281324,0.211093,0.529112,0.840243
"397",0.051534,-0.042595,1.019916,0.171619,-0.10822,0.09252
"398",-0.067931,-0.023821,0.612267,0.538205,-0.557571,0.016898
"399",0.000269,-0.188039,-0.073248,-0.003205,0.445587,0.19586
"400",0.837418,-0.087831,0.459077,0.218819,-0.441774,-0.151489
"401",0.351163,0.023347,-0.02278,0.000984,-0.423042,0.578982
"402",0.255777,-0.147751,-0.086507,0.46386,-0.160325,0.473582
"403",-0.263289,0.109502,0.391271,-0.293862,0.079448,0.827214
"404",-0.383055,0.011953,0.28963,0.530758,-0.573926,-0.933648
"405",-0.528415,1.282031,-0.109606,-0.386739,0.254895,-0.350435
"406",0.942017,-0.024184,0.377066,-0.035645,0.968556,-0.095381
"407",0.332138,-0.011445,0.307394,0.552867,-0.249507,0.642987
"408",0.381231,-0.093347,0.639724,0.550783,-0.711049,-0.094723
"409",0.114407,0.188515,0.496459,0.115438,-0.12216,-0.297924
"410",-0.170135,0.153656,-1.679537,-0.733459,0.691427,-0.86327
"411",-0.03235,0.055674,-0.036267,-0.255853,0.091257,-0.343387
"412",-0.886185,0.453383,0.300138,0.168654,1.525702,-0.074635
"413",3.100642,1.180039,-0.072537,0.205219,-0.436485,0.624782
"414",4.065766,3.061327,0.155296,0.0522,-0.604433,-0.137163
"415",4.303706,2.758443,-0.123831,0.329043,1.615652,-0.479083
"416",-0.184008,0.333033,-0.017382,-0.115251,-0.149701,0.028543
"417",0.803524,-0.072062,0.298179,-0.076687,1.227764,0.217666
"418",0.20513,-0.050942,0.329059,-0.5334,0.444684,0.173758
"419",0.057147,0.106914,0.124731,0.311147,-0.293026,-0.173833
"420",-0.580105,-0.091879,0.436901,0.345401,-0.803028,0.197523
"421",-0.083243,0.085231,0.47145,-0.373659,0.822427,-0.600634
"422",-0.006028,0.079585,-0.611101,-0.20981,1.133182,-0.095345
"423",0.328299,-0.012657,-0.598495,0.237125,-0.410936,0.168587
"424",0.159732,0.119282,-0.146257,0.224967,-0.662684,-0.09912
"425",0.465911,0.516634,0.329959,0.332508,-0.189377,-0.10973
"426",-0.139806,0.282337,0.229857,0.170459,0.323176,-0.228141
"427",-0.064897,1.52447,0.024057,-0.003728,0.020931,0.17915
"428",0.200147,0.135727,-0.170887,-0.155979,-0.116012,0.786582
"429",0.450407,0.095243,-0.35541,-0.265892,0.376578,1.132665
"430",0.131209,-0.089847,-0.308712,-0.23151,-0.061067,0.586066
"431",-0.114275,0.077098,0.394199,0.142886,-0.311535,0.096645
"432",0.836537,0.042878,-0.228831,0.199402,-0.596488,-0.495535
"433",0.029612,1.047735,-0.314549,-0.021582,0.762848,0.383903
"434",0.330707,0.049561,-0.187542,-0.118108,-0.613961,-0.101134
"435",0.223789,-0.008205,0.698574,0.098202,-0.032304,-0.263692
"436",-0.32492,-0.037889,0.329619,0.114157,-0.607181,0.169194
"437",-0.067061,0.115665,0.054771,0.105091,-0.215501,0.069662
"438",1.241047,-0.360176,0.089597,0.289349,-0.008906,-0.055015
"439",-0.34068,-0.043554,0.149258,-0.244096,-0.267904,-0.035322
"440",-0.359484,0.048011,0.028425,0.057106,1.302768,-0.661227
"441",0.22801,0.184553,-0.244829,0.126162,0.414783,0.101747
"442",0.251295,1.454466,0.211069,-0.012062,0.240642,-0.067595
"443",0.042258,-0.323338,0.306645,-0.174953,-0.222614,0.085937
"444",-0.014279,-0.011626,0.301176,0.149196,-0.052391,0.024809
